7743	2839	1
5156	4	1
1220	2615	1
14048	2315	0
8272	12	0
11423	1420	1
9406	2596	1
5063	1434	1
12944	2798	1
17218	60	0
6979	1757	0
1342	1231	0
11058	385	0
8316	1804	1
5855	1123	1
1267	2572	0
19896	2093	0
17835	2395	1
958	25	0
5156	2574	1
17854	2727	0
17066	418	0
6107	2325	0
2194	1021	1
5824	318	1
16335	1307	0
11968	1411	0
13767	1974	0
530	792	1
11769	1946	1
11470	117	0
653	1125	1
17062	131	0
11769	1641	1
17342	1103	1
2159	926	1
2856	1493	1
918	1031	0
6886	2148	0
755	816	0
15133	2245	0
7873	573	0
1080	1994	1
5961	1847	1
2200	1824	0
10910	2010	1
19944	1683	0
204	823	1
10184	718	0
11253	2786	1
2235	1557	0
5852	3039	1
5058	475	1
12938	220	0
5156	74	0
10118	2356	1
16334	2630	0
1773	1593	0
19273	3090	0
782	1804	1
6505	2637	0
648	221	1
12632	76	0
16069	2839	1
11610	2894	1
19865	1795	0
2292	2866	0
15277	725	1
4466	129	0
482	3079	0
11253	719	1
1523	1270	0
2233	1869	1
776	1182	1
585	2249	1
15719	2875	0
1658	2158	0
3355	955	1
12849	2986	1
17495	1456	0
2453	2924	0
16153	440	0
1425	2086	1
11427	2613	0
15739	2266	1
1930	727	0
734	278	1
7747	1879	0
14437	2222	1
9178	1553	1
16419	187	1
5090	2191	0
920	3010	1
4887	1750	1
13801	2715	1
3364	344	1
8993	1253	0
15540	2233	1
667	2439	0
1811	2951	0
15921	1921	0
443	160	0
2916	1818	0
12843	3000	1
19903	2722	1
15277	2414	1
11433	210	1
476	1004	0
13860	2867	0
7742	3036	1
3461	2356	1
2916	1435	0
17568	1004	0
10654	1510	0
3528	775	1
18479	1800	0
11283	2395	1
14624	1004	0
3083	2964	0
4474	2803	0
3980	1186	0
5216	622	0
184	1730	0
1731	214	1
16133	1856	0
4377	2882	0
12771	796	1
413	1637	1
12160	609	0
5705	1301	0
358	2981	0
10720	2839	1
16800	685	1
3546	2899	1
701	2842	0
4654	1817	1
12517	2526	1
1574	2311	1
15086	697	0
10286	207	1
16700	2771	1
18449	1270	0
667	2127	0
18825	2724	1
14484	1434	1
11254	1640	1
15980	3075	1
16391	1575	0
1033	2187	0
16956	368	0
6631	284	0
12738	1942	1
44	209	0
6034	2921	1
7209	1215	1
6229	862	0
364	1449	1
335	890	0
335	2689	1
3276	788	0
852	270	0
11958	1739	0
2419	2905	0
7685	975	0
1766	1342	0
10783	3080	1
9140	1501	0
15790	750	0
295	1575	0
1688	2601	0
9740	801	1
11518	721	1
3043	940	0
335	216	1
11077	25	0
17651	2420	0
11352	3026	1
1140	1481	0
585	2714	0
8972	2701	0
5049	3014	0
2101	3019	0
12318	422	1
2974	2358	0
12428	466	1
6631	462	1
5855	3076	0
2250	471	0
19540	2530	0
15440	2116	0
2200	2368	0
4855	2979	0
14595	3045	0
12650	640	1
13708	344	1
2746	2666	1
2114	1805	1
667	1176	1
7370	1353	0
967	724	1
18792	1626	1
11069	1531	1
3922	446	0
15712	2208	0
259	2307	0
4836	1665	1
2179	2477	0
443	685	1
3520	3017	0
14370	925	0
15757	2236	0
15688	394	0
9563	1125	1
4872	667	1
3214	2029	1
7741	2537	1
17154	402	1
451	2532	0
11329	2803	0
918	1902	0
16784	1461	1
5370	326	1
786	2599	0
2778	1410	1
15139	1932	0
11900	2999	1
5967	654	0
2916	1223	0
7647	3010	1
12816	1370	1
519	2537	0
2421	278	1
2721	1086	0
10960	2715	0
19676	1575	0
1959	2973	0
1579	2327	0
1581	2620	1
2954	993	1
4952	2025	1
12013	497	1
15277	1675	0
16581	1626	1
11433	2721	1
15688	2872	1
1190	2982	1
6585	1340	0
19108	1802	1
1348	1637	1
2250	593	1
16339	1197	1
7416	2552	0
1711	2195	1
17700	116	1
5256	103	0
2798	2921	0
667	185	1
17610	2917	0
3336	654	0
18606	3030	0
15086	820	1
5093	1086	1
2499	897	0
3846	2584	1
5063	1370	0
9827	2372	0
15533	2345	1
1467	386	1
8070	1911	1
1055	2355	1
7377	494	0
9385	2621	0
5179	11	1
17659	2062	1
11875	196	0
3824	2190	1
17842	2939	1
1933	82	0
19593	571	1
2471	2020	0
8288	73	0
18189	2061	1
4377	1088	1
19452	2977	0
5855	1585	1
2438	670	0
3836	2311	1
1132	647	0
6733	2634	1
2658	1855	0
2113	1796	1
2105	72	0
17403	2547	0
2990	384	0
11107	2458	0
19929	2024	0
1522	2396	0
7140	1644	0
2575	596	1
1285	1228	0
9874	301	0
16539	643	0
19097	741	0
15261	1664	0
1071	2230	0
5063	2793	1
16060	1940	0
12490	363	1
2015	888	1
8008	2223	1
9740	2883	1
484	90	0
14080	1002	1
2939	362	0
1843	1850	0
3712	1879	0
63	123	0
2471	2690	0
8613	2934	1
2810	1560	0
11751	189	0
5063	2303	1
6050	359	0
13271	141	0
3043	2414	1
2431	602	0
9244	2988	1
18874	2713	0
9186	2668	1
5896	21	1
19790	2297	0
16716	1094	0
18955	140	0
18189	483	1
2287	1199	0
5977	551	0
3229	1212	1
5256	2006	0
17102	2043	0
19422	2760	0
9186	1333	1
2159	926	1
10433	2195	0
2732	736	1
15428	892	0
7752	1146	1
1518	1842	1
4243	979	1
2331	617	0
4868	133	0
5511	986	1
15740	2618	1
92	344	0
1715	1434	0
5666	2805	1
17082	561	1
5459	2311	0
11917	320	1
1017	2199	1
15544	944	1
15721	577	0
1125	1568	0
1745	1350	0
7631	1607	0
16256	1075	1
16123	1597	0
7874	412	0
5552	752	1
19528	2560	0
15920	2338	0
1451	3010	1
6507	1432	1
1857	1534	0
18506	2996	1
1405	989	1
10885	3081	0
6795	2269	0
427	2205	1
1481	2286	1
10340	2444	0
14339	465	1
19226	2637	1
14176	1530	0
4443	1769	0
9014	2310	0
3286	973	0
11824	1706	0
16640	1021	1
2981	391	0
11288	2497	1
18344	404	1
143	3110	1
19518	853	0
11265	2817	1
531	2382	0
512	1987	0
14365	2804	0
13311	1376	0
8253	3010	1
13915	2154	1
13308	2335	0
11728	2374	1
345	1575	1
5855	419	1
3307	1201	0
8003	43	1
12318	1219	0
6762	2068	1
13311	1726	0
16709	1847	1
8972	1357	0
15750	2888	1
7155	2878	1
4483	236	0
19924	1530	0
708	1935	1
5875	960	1
427	2634	1
19369	2983	1
1082	693	0
2604	1755	1
2683	1235	0
7370	3010	0
5247	1489	1
2885	685	1
7685	610	1
18290	2547	1
19736	1096	0
5734	1220	1
13761	318	1
8612	1476	1
2113	791	1
15188	2333	1
3385	361	1
12373	1368	0
15604	99	0
4583	2482	0
13994	1370	0
10166	2620	1
3737	2167	0
15467	1664	0
4714	2016	0
5808	1501	1
10749	971	0
9671	974	0
13875	801	1
3201	2311	0
1040	281	1
243	801	1
12634	2365	1
17573	1038	0
4872	77	1
5727	2513	1
13839	3075	1
5063	1393	0
13708	416	0
12584	3039	1
7678	738	1
6000	2257	0
9244	2824	1
5023	1615	0
5481	2346	0
18707	1411	0
16787	2909	0
15750	102	0
16878	249	0
3292	2807	0
16450	2469	0
3073	2876	0
2450	2712	1
335	435	0
16793	300	0
14624	3080	1
2394	1120	0
2325	1412	0
7267	1012	0
3580	2635	0
15358	1486	0
10872	651	0
8180	367	1
17456	2672	1
2732	2992	1
13581	1722	1
1700	2081	0
7863	2312	0
709	1708	1
1487	294	1
14680	1955	1
15188	1188	0
12634	2369	1
5063	2190	0
5305	81	0
15980	541	0
10554	91	0
2474	1284	0
1462	496	0
14991	510	0
9086	645	1
19011	3042	1
476	3078	1
11432	1706	1
8641	2520	0
14791	1273	0
17336	2689	1
471	1331	0
16075	352	1
9917	882	1
10424	394	0
2939	2931	0
13137	1819	0
17174	992	0
3214	1485	1
14783	1851	1
3559	1243	1
13578	350	0
519	2591	0
19977	2668	1
7861	1831	1
6595	2303	0
16158	1555	0
8881	567	0
8008	1641	0
5969	1397	1
2471	536	1
3467	2058	1
3097	1638	0
19799	609	0
4079	2284	0
3644	2585	0
10190	1734	1
3910	2793	0
97	170	1
1130	1559	1
3109	1928	1
15301	288	1
18940	2176	0
10885	2420	1
8384	2480	1
11304	2285	1
4610	2982	1
335	3092	1
2939	490	0
9543	2913	1
1363	884	1
10433	2138	1
468	126	1
5911	2745	0
4271	2102	0
734	26	1
17332	2782	0
12766	1842	0
8779	536	1
12180	1948	0
14593	1456	1
683	186	1
16018	805	1
17323	176	0
19555	1530	1
371	1133	1
1058	536	1
5454	2311	0
6815	115	1
16956	1088	1
1688	3052	0
3382	487	0
8958	2689	1
18064	1559	0
319	693	1
11676	2788	0
2550	1721	0
12659	994	1
7668	2419	0
3559	1409	1
918	312	1
1722	2008	0
3846	2318	1
17583	1979	0
3846	1323	0
201	2651	1
8613	2883	1
16288	1507	0
12731	1699	1
18133	2637	1
3903	2967	1
6795	2778	1
2228	29	1
11940	310	0
10885	2798	1
3704	702	0
3883	2921	1
2502	728	1
1688	1215	1
5486	1621	1
16178	583	1
4443	1018	1
5025	3079	0
11253	3108	0
3301	455	0
13149	1444	1
10716	1443	1
19849	2546	1
6631	315	0
7383	2423	1
5855	2796	1
6497	1420	1
443	2882	1
2834	3075	1
2111	2517	1
585	1920	1
12575	2569	1
3846	1966	1
18303	12	1
16524	9	0
5416	94	1
5090	2565	0
18637	1510	1
17720	1108	0
2418	2051	0
7500	663	1
1182	2407	0
19421	1477	0
5063	3028	1
585	2970	0
1614	3099	1
13322	2986	1
11288	470	0
5124	284	1
1162	1074	1
2605	606	1
3837	1338	1
1418	1612	1
1220	194	1
1688	944	0
19740	1534	1
11336	2046	1
16018	2974	1
19121	2974	0
1591	2006	0
17336	1291	0
734	736	1
460	967	0
10720	991	1
861	2242	1
836	2878	1
7486	2268	0
18995	449	0
4417	181	0
2193	992	1
16150	2946	1
4465	601	0
3580	141	1
16839	2887	0
12064	1667	1
8972	2856	1
17362	2865	0
7299	2638	1
1384	2163	0
2296	1643	0
10049	364	1
6133	2517	0
13578	3055	0
6642	220	1
12461	2692	1
6298	1557	0
2444	2982	0
3860	683	0
649	459	1
1187	2732	0
2502	1235	1
5875	1002	1
3579	1296	0
10449	1501	1
6686	1091	1
17252	1641	0
3293	2569	0
1679	1096	0
19794	2030	1
5011	502	0
14384	1550	1
14424	986	1
18149	1481	1
6978	2560	1
6271	3106	0
4029	1204	0
2682	1662	0
708	2056	0
18668	1390	0
19117	719	0
8081	1434	1
2776	1750	1
13439	997	0
16368	2354	0
8134	666	1
7472	1842	0
12378	993	1
17040	1281	0
14995	2335	1
7647	1002	1
18029	2683	0
1358	899	0
10702	308	1
8009	1527	1
8965	1109	1
5855	2185	1
10939	874	1
18817	451	0
14977	2997	0
3341	316	1
14960	288	1
11714	823	1
19633	1701	0
1770	3028	1
5063	2749	0
6201	869	0
16704	2149	1
17041	1501	1
7971	2178	1
4905	2954	0
16724	1978	1
12160	2968	0
19536	956	0
9740	771	0
10074	106	0
201	2561	0
5013	978	1
7347	3010	1
783	2790	1
13581	2651	1
11519	1686	0
15277	70	1
16796	2830	0
1116	3073	1
1191	2981	0
2626	80	0
19706	1231	1
3653	2112	1
18838	564	0
5011	2337	1
1811	1658	0
11917	1445	1
2471	2018	0
18278	2634	1
259	2133	0
10875	2333	1
2414	562	1
18691	1585	0
12953	1575	0
6121	2921	0
7383	829	0
4705	2831	0
1935	449	0
3507	1890	1
5601	1207	1
849	2803	0
335	127	0
17634	3039	0
41	2272	0
9915	28	0
10014	1205	0
7144	1089	0
2290	1606	1
14413	186	0
2736	289	0
1518	954	1
2113	2216	0
8278	616	0
5177	3026	0
15047	285	1
5225	727	1
5040	1873	1
4029	629	1
226	1875	1
6	2358	0
3472	2308	0
3043	1562	1
1639	3095	0
2064	3039	1
10166	59	0
304	925	0
9743	2926	0
3152	858	1
1817	1941	0
2116	2684	1
11905	233	1
12040	1804	0
17476	431	1
15645	967	0
2680	1440	1
8972	978	0
3401	265	1
2114	7	1
2414	2148	0
476	1999	1
6	964	1
15086	1896	1
4952	3052	0
11253	2530	1
335	2342	0
9964	1002	1
2525	2967	1
2421	1621	1
918	1015	1
6686	1836	0
1688	1370	0
12241	1946	0
14147	1704	0
6720	134	1
15942	1885	0
13703	1086	0
13412	3019	1
4677	611	1
2200	1253	1
3240	4	1
14055	1530	0
15086	573	1
5750	1576	1
16545	2509	0
3501	1584	1
1742	2788	1
11427	1681	1
13320	518	1
6621	2878	1
4887	599	1
3584	2880	1
19633	2923	1
879	2866	1
15709	73	1
15437	1815	0
9393	1585	0
14794	232	1
12383	2955	1
2826	2812	1
1009	101	1
6693	1192	1
8194	2190	0
18029	2683	1
5011	124	1
1500	3110	0
2200	48	1
18513	2839	0
4680	1993	1
2471	2803	0
15414	2547	0
8895	1741	0
17441	95	1
7383	2501	1
10809	162	1
8736	2269	0
16956	692	1
301	2459	1
7987	1112	1
4173	2629	1
3398	2611	1
2497	2154	0
836	459	0
609	2685	0
2939	431	0
5535	1921	1
2686	842	1
8021	1180	0
17214	1556	0
2597	216	1
3465	1710	0
1058	681	0
9723	2822	0
8979	2046	0
15688	12	0
16102	511	1
15826	1031	0
3594	74	0
2228	2652	1
2087	2788	1
2896	3026	1
16724	1425	0
3197	2920	0
12550	651	1
585	2244	1
111	2335	1
1496	3102	1
2345	667	0
